4.001074363975920534e+00 5.022936180573941201e+00 5.030150732331550856e+00 4.095425627688091375e+00 5.022936180573941201e+00 5.014658269502206167e+00 2.799371741474589115e+00 5.022936180573941201e+00 5.022960787213009759e+00 4.306148954152811292e+00 5.022936180573941201e+00 5.026193520921492741e+00 2.167489700251316265e+00 2.174207103078598546e+00 5.022936180573941201e+00 5.042610906846825891e+00 4.851742856593579845e+00 4.852647546739174089e+00 5.005557264628923697e+00
4.851661684927560891e+00 4.999280076326137134e+00 4.993895728930375810e+00 4.766406158779282976e+00 4.999280076326137134e+00 5.002899710189288918e+00 4.580858528734887081e+00 4.999280076326137134e+00 5.010928993931956121e+00 4.944841203645510497e+00 4.999280076326137134e+00 5.019644291232135735e+00 4.885397632905869258e+00 4.766044999104401825e+00 4.999280076326137134e+00 5.000102918871115243e+00 5.012912828889441563e+00 4.993682667021031030e+00 5.004157963732042802e+00
4.387785063543354624e+00 4.952403428750737469e+00 4.973694730702163724e+00 4.305417703293812792e+00 4.952403428750737469e+00 4.956534768233979982e+00 4.042912957794809081e+00 4.952403428750737469e+00 4.963822631332498680e+00 4.502964129222632117e+00 4.952403428750737469e+00 4.955910401350930528e+00 4.766867428494540704e+00 4.489823846072082070e+00 4.952403428750737469e+00 4.952296926702164370e+00 4.980524444278334961e+00 4.971955467326797162e+00 4.918608269813358191e+00
4.408176764571996031e+00 4.923997287959424263e+00 4.937197898185218925e+00 4.807727606374885276e+00 4.923997287959424263e+00 4.941104844743024138e+00 4.149464988144222488e+00 4.923997287959424263e+00 4.906024599209748871e+00 4.654581058383668868e+00 4.923997287959424263e+00 4.936927226245126477e+00 4.983288079561214445e+00 5.030752836372015757e+00 4.923997287959424263e+00 4.896086642693388669e+00 4.959697235774428670e+00 4.950519150319673045e+00 5.004960084151695021e+00
4.564654678711725921e+00 4.888292671202667528e+00 4.906316595824853799e+00 4.776510378565142823e+00 4.888292671202667528e+00 4.907637757922557853e+00 4.796322745266725640e+00 4.888292671202667528e+00 4.879452295151361696e+00 4.823007238318875345e+00 4.888292671202667528e+00 4.913860152203825216e+00 5.616572776933653977e+00 6.226800825090419877e+00 4.888292671202667528e+00 4.973524730955675821e+00 4.935573082304136605e+00 4.897888292597222026e+00 4.612135894545829728e+00
3.744696888891974051e+00 4.973568899490250494e+00 4.968575945542617056e+00 3.675914286032840650e+00 4.973568899490250494e+00 4.947964129621111873e+00 2.190533813371720040e+00 4.973568899490250494e+00 4.950995285270109569e+00 4.226080169750867199e+00 4.973568899490250494e+00 4.962066855264738230e+00 9.314891681714555505e-01 1.036882557983605402e+00 4.973568899490250494e+00 4.974607570229038878e+00 4.917510578593411452e+00 4.910190179024445989e+00 4.793792434877111042e+00
4.150941806745390039e+00 4.978088219197176478e+00 4.973025173296143464e+00 4.260726174635077967e+00 4.978088219197176478e+00 4.962906504279426478e+00 3.318068880241571428e+00 4.978088219197176478e+00 4.935530977103764982e+00 4.171767372224252313e+00 4.978088219197176478e+00 4.952674050890386148e+00 3.568340314827712856e+00 3.583929948768661777e+00 4.978088219197176478e+00 4.973231979961981963e+00 4.887827962476892552e+00 4.903464415495498052e+00 4.870236344646420967e+00
4.631572557767634990e+00 5.011661468407022646e+00 5.022662807907288141e+00 4.696537595461294679e+00 5.011661468407022646e+00 5.030522894705497627e+00 4.318724677922880062e+00 5.011661468407022646e+00 4.997832244716829742e+00 4.732766474828055792e+00 5.011661468407022646e+00 5.049306508929567450e+00 4.683937639640879169e+00 4.670262030561024069e+00 5.011661468407022646e+00 4.995651707371323802e+00 4.930681623015045645e+00 4.912043778636184577e+00 5.096505515945827902e+00
4.131195731756514000e+00 4.939813192305792633e+00 4.910327059305706676e+00 4.176838366234331801e+00 4.939813192305792633e+00 4.901855192408870465e+00 3.609159222331137507e+00 4.939813192305792633e+00 4.930850483842481147e+00 4.348882230210091571e+00 4.939813192305792633e+00 4.901856731892379138e+00 3.753135688754316135e+00 3.589239519860515149e+00 4.939813192305792633e+00 4.909518646668130870e+00 4.896427346019972759e+00 4.919182222875345900e+00 4.890445522910863652e+00
4.353500778225555479e+00 4.997735949405707423e+00 4.975067335037341110e+00 4.137192816512399673e+00 4.997735949405707423e+00 4.987997117471651976e+00 3.666697373738911470e+00 4.997735949405707423e+00 4.971614144106010436e+00 4.470620333700619398e+00 4.997735949405707423e+00 4.995036293074372580e+00 4.402036531494903926e+00 4.346071711169368967e+00 4.997735949405707423e+00 4.989676671452554224e+00 4.941115109933218896e+00 4.927623463760776978e+00 5.032354386791588752e+00
