4.813882827758789062e+00 5.408270782367783802e+00 4.799486449002768218e+00 4.771884918212890625e+00 4.855880737304687500e+00 4.751245224633067643e+00 6.065296340102499961e+00 4.627427233048795330e+00 4.971545664956741106e+00
4.495053768157958984e+00 4.567712271299015470e+00 4.660824800513450938e+00 4.436010360717773438e+00 4.554097175598144531e+00 2.790622484400462788e+00 6.344802058197568151e+00 4.405783686381480102e+00 4.915865914645421775e+00
4.569911956787109375e+00 5.740410557772300137e+00 4.730446133170041811e+00 4.533928871154785156e+00 4.605895042419433594e+00 5.341936365090614203e+00 6.138884750453986072e+00 4.594989132991153191e+00 4.865903133348930432e+00
5.066298007965087891e+00 5.322389291021587532e+00 5.035173395105813299e+00 5.054567337036132812e+00 5.078028678894042969e+00 4.723636605639940811e+00 5.921141976403234253e+00 4.944389604453925280e+00 5.125957185757701318e+00
4.816630363464355469e+00 5.489060901640155699e+00 4.871047026389201839e+00 4.800990581512451172e+00 4.832270145416259766e+00 5.031761425410012478e+00 5.946360377870298919e+00 4.772694971663584695e+00 4.969399081114818983e+00
5.215411663055419922e+00 4.686251704715528099e+00 5.124753932333200090e+00 5.199106693267822266e+00 5.231716632843017578e+00 3.941168905843685177e+00 5.431334503587371465e+00 5.013225249626884761e+00 5.236282615039515420e+00
4.912320137023925781e+00 4.667749457003064428e+00 4.995192615274487657e+00 4.870477199554443359e+00 4.954163074493408203e+00 3.451240150554118369e+00 5.884258763452010044e+00 4.773922478931145186e+00 5.216462751617830129e+00
4.812634468078613281e+00 5.475954285496561269e+00 4.785347988106605222e+00 4.794488906860351562e+00 4.830780029296875000e+00 4.992020802473986940e+00 5.959887768519135598e+00 4.680602654673412744e+00 4.890093321539797699e+00
5.168377399444580078e+00 4.740015611102041504e+00 5.089285304646928410e+00 5.156141757965087891e+00 5.180613040924072266e+00 4.039349424243792619e+00 5.440681797960290389e+00 4.986460768095330565e+00 5.192109841198526254e+00
4.693770885467529297e+00 4.769281933418200836e+00 4.896957982232284401e+00 4.658236503601074219e+00 4.729305267333984375e+00 3.818568808165755613e+00 5.719995058670646060e+00 4.722237992029003628e+00 5.071677972435565174e+00
