4.758065223693847656e+00 4.923678920153111704e+00 4.848187172958187574e+00 4.712374210357666016e+00 4.803756237030029297e+00 4.193232719019465371e+00 5.654125121286758038e+00 4.648426491293130347e+00 5.047947854623244801e+00
4.405992031097412109e+00 4.158153684703496999e+00 4.688030857195474965e+00 4.352649211883544922e+00 4.459334850311279297e+00 1.386868487681289785e+00 6.929438881725704213e+00 4.213611049841643030e+00 5.162450664549306900e+00
4.521060466766357422e+00 5.880402367902803462e+00 4.765709898577838111e+00 4.483732700347900391e+00 4.558388233184814453e+00 5.463016603172558661e+00 6.297788132633048264e+00 4.625329904859161623e+00 4.906089892296514599e+00
5.019147872924804688e+00 4.672958112931957508e+00 5.055601198574273702e+00 5.008193016052246094e+00 5.030102729797363281e+00 3.996022440182817714e+00 5.349893785681096858e+00 4.954797585357489709e+00 5.156404811791057696e+00
4.815497875213623047e+00 5.588598268578222061e+00 4.914284997493322926e+00 4.799466609954833984e+00 4.831529140472412109e+00 5.038165964408183761e+00 6.139030572748260361e+00 4.808014698733782843e+00 5.020555296252863009e+00
5.149904727935791016e+00 5.040055475710167876e+00 5.093251540134547284e+00 5.135190486907958984e+00 5.164618968963623047e+00 4.055888758442838693e+00 6.024222192977497059e+00 4.947085189573729558e+00 5.239417890695365010e+00
4.940311431884765625e+00 5.616176769130470703e+00 5.016149217570784025e+00 4.897821426391601562e+00 4.982801437377929688e+00 4.057302684538466764e+00 7.175050853722474642e+00 4.767897792353504194e+00 5.264400642788063855e+00
4.735549926757812500e+00 6.334870573603741839e+00 4.844974883012715949e+00 4.714334487915039062e+00 4.756765365600585938e+00 5.729956603315956798e+00 6.939784543891526880e+00 4.710208438906239081e+00 4.979741327119192817e+00
5.160811424255371094e+00 4.228407477439519724e+00 5.066098122945557058e+00 5.149008750915527344e+00 5.172614097595214844e+00 3.472134330519736523e+00 4.984680624359302925e+00 4.950123588287133281e+00 5.182072657603980836e+00
4.691942214965820312e+00 5.128171495608678576e+00 5.095214947410029893e+00 4.656814575195312500e+00 4.727069854736328125e+00 4.083492027791487899e+00 6.172850963425869253e+00 4.883501017817242662e+00 5.306928877002817124e+00
4.979368686676025391e+00 5.008450939812936653e+00 4.880062950925534437e+00 4.965650558471679688e+00 4.993086814880371094e+00 3.804550546432800218e+00 6.212351333193073089e+00 4.742385894531307322e+00 5.017740007319761553e+00
4.889921665191650391e+00 5.253787490047721498e+00 4.931196036739057043e+00 4.865196704864501953e+00 4.914646625518798828e+00 4.491734525223975538e+00 6.015840454871467458e+00 4.764114342916641931e+00 5.098277730561472154e+00
4.972206115722656250e+00 5.316083085746865500e+00 5.048915262516783464e+00 4.961118221282958984e+00 4.983294010162353516e+00 4.925056798936603641e+00 5.707109372557127358e+00 4.942503974150488588e+00 5.155326550883078340e+00
4.877302646636962891e+00 3.617262472385602390e+00 5.027618079485170810e+00 4.855134010314941406e+00 4.899471282958984375e+00 2.907156210173326372e+00 4.327368734597878408e+00 4.894496263162797511e+00 5.160739895807544109e+00
4.646517276763916016e+00 5.453539305218597200e+00 4.962865365228203984e+00 4.602674007415771484e+00 4.690360546112060547e+00 4.778334557108411929e+00 6.128744053328782471e+00 4.765354760593136341e+00 5.160375969863271628e+00
5.035971641540527344e+00 4.777394921145494244e+00 5.024849640083600910e+00 5.026469707489013672e+00 5.045473575592041016e+00 4.185281949794147138e+00 5.369507892496841350e+00 4.925370520289004794e+00 5.124328759878197026e+00
4.219564914703369141e+00 5.759840331326713248e+00 4.730203887036900312e+00 4.174772262573242188e+00 4.264357566833496094e+00 4.989675573779989826e+00 6.530005088873436669e+00 4.502902469103085004e+00 4.957505304970715621e+00
4.870257377624511719e+00 3.926765391657292437e+00 4.799857336250723527e+00 4.810591697692871094e+00 4.929923057556152344e+00 2.964442112799098528e+00 4.889088670515486790e+00 4.554814671914214408e+00 5.044900000587232647e+00
4.668612957000732422e+00 4.038528899684743934e+00 4.984876226656017373e+00 4.615880489349365234e+00 4.721345424652099609e+00 2.580980996681661033e+00 5.496076802687826834e+00 4.725702068034542513e+00 5.244050385277492232e+00
